FIPS,EP_POV150,EP_UNEMP,EP_NOHSDP,EP_NOVEH,EP_LIMENG,EP_MINRTY
25027706100,9.0,3.6,4.7,2.6,0.2,10.8
25027707100,38.7,6.8,11.2,11.3,2.6,14.0
25027707200,28.4,16.0,3.0,15.3,0.9,11.3
25027707300,35.0,2.5,11.6,17.4,1.5,21.4
25027707400,7.9,5.5,10.7,5.2,0.2,12.1
25027707500,23.1,7.3,16.0,4.6,0.9,19.9
25027708100,10.1,4.0,6.2,1.4,0.2,3.0
25027709100,17.6,8.3,7.7,6.8,4.3,29.8
25027709201,16.1,7.3,7.2,13.2,1.6,23.5
25027709203,10.9,3.8,8.9,22.2,7.8,22.4
25027709204,20.5,8.3,15.2,5.4,6.1,24.7
25027709400,32.1,10.8,19.6,6.7,5.7,38.9
25027709501,7.0,5.6,5.5,1.3,0.3,30.9
25027709502,7.1,5.9,4.9,5.2,0.7,20.8
25027709600,18.2,2.6,8.9,7.9,7.3,57.8
25027709701,7.8,0.7,11.0,12.3,5.4,31.9
25027709702,20.6,5.5,8.8,13.9,0.5,26.0
25027710100,20.2,3.0,11.3,10.3,1.3,42.5
25027710200,15.8,5.4,8.5,3.6,4.3,31.5
25027710300,15.7,10.4,7.8,5.1,2.1,36.0
25027710400,24.8,5.3,10.8,5.1,2.4,29.9
25027710500,30.7,5.6,20.6,20.1,5.0,45.3
25027710601,17.5,11.1,16.7,1.1,8.6,70.5
25027710602,30.2,15.2,20.2,8.3,8.9,57.5
25027710700,51.0,8.8,28.9,54.8,16.1,56.9
25027710800,24.7,6.8,15.4,21.8,3.1,41.6
25027711000,34.6,6.7,17.5,14.9,3.3,40.2
25027711100,8.7,5.7,6.9,6.8,1.4,27.2
25027712101,12.9,10.6,5.5,4.8,1.3,11.0
25027712102,6.2,2.5,3.8,2.3,1.3,10.9
25027713100,4.3,9.9,6.3,4.2,1.2,15.8
25027715100,2.7,6.2,0.8,0.5,0.5,15.2
25027716101,6.9,7.7,3.9,0.7,1.4,15.1
25027716102,14.4,2.2,9.3,2.8,6.0,23.5
25027716200,18.5,3.8,9.2,4.8,4.6,23.4
25027716300,16.2,3.7,7.1,9.7,4.2,25.2
25027717100,5.9,4.8,2.3,1.2,1.5,8.8
25027718100,9.6,3.7,3.5,2.8,0.2,8.8
25027719100,4.2,4.2,3.1,2.7,0.0,5.4
25027720100,7.7,1.8,1.7,1.3,0.2,6.5
25027721101,7.1,3.3,6.9,2.0,0.3,6.9
25027721103,1.9,2.8,2.0,4.0,0.6,5.7
25027721104,5.7,1.3,2.2,4.5,0.2,10.9
25027722100,15.3,5.1,6.7,4.4,0.0,6.4
25027723100,17.1,3.0,7.3,4.2,0.0,10.5
25027724100,14.7,9.1,7.1,4.4,0.4,5.3
25027725100,13.6,4.0,5.6,1.9,0.0,3.8
25027726100,5.4,4.8,5.6,1.6,0.1,9.4
25027726200,14.9,7.9,10.5,13.0,0.0,10.4
25027727100,2.3,4.0,4.6,1.6,0.6,10.7
25027728100,9.2,5.4,4.2,3.5,1.3,9.8
25027728200,11.2,3.9,3.3,0.6,1.6,15.5
25027728300,4.3,5.8,3.1,2.7,0.8,12.3
25027728400,3.7,5.3,2.9,2.3,1.5,17.9
25027729100,10.0,5.1,9.9,5.0,1.5,16.5
25027729200,7.4,3.8,6.5,3.5,0.0,12.3
25027730100,11.0,3.1,8.7,4.7,4.6,40.5
25027730200,23.1,5.7,11.7,10.5,6.9,38.5
25027730300,16.0,3.0,6.9,10.6,2.7,31.8
25027730401,24.6,3.2,13.3,19.2,7.0,56.3
25027730402,30.4,14.2,14.4,3.2,8.6,52.7
25027730500,25.7,4.9,2.8,14.0,6.7,57.4
25027730600,9.0,5.4,5.6,7.4,5.3,22.4
25027730700,17.4,7.1,4.9,4.8,2.6,31.6
25027730801,7.5,1.6,1.3,8.2,3.3,14.4
25027730802,9.2,6.5,8.3,11.6,4.3,36.4
25027730901,16.4,6.6,2.8,10.7,7.6,18.2
25027730902,28.5,4.1,6.4,7.1,2.6,30.9
25027731001,7.8,2.0,14.1,13.2,10.9,65.9
25027731002,25.5,7.8,12.5,14.1,8.8,51.1
25027731101,25.4,1.5,16.6,11.9,12.8,51.2
25027731102,14.5,4.4,8.6,3.8,6.9,38.3
25027731202,,10.5,,,0.0,29.2
25027731203,61.2,13.4,25.8,36.3,12.9,57.9
25027731204,37.6,13.4,27.6,20.9,11.3,65.4
25027731300,53.3,11.5,29.7,22.5,20.6,84.0
25027731400,51.2,3.9,35.2,50.2,24.9,80.1
25027731500,54.5,18.6,24.9,30.9,11.3,76.3
25027731601,47.6,6.4,16.0,36.0,7.8,41.5
25027731602,63.5,6.6,0.6,28.8,2.4,23.8
25027731700,43.6,5.7,10.3,24.3,10.9,53.0
25027731801,46.3,0.0,28.4,30.1,19.2,51.5
25027731802,56.8,4.2,20.7,36.6,22.9,59.9
25027731900,48.1,8.7,17.6,18.2,9.2,70.7
25027732001,65.2,11.5,23.9,21.1,20.1,67.9
25027732002,25.0,7.7,11.0,10.0,5.0,42.3
25027732201,19.3,5.3,12.7,11.3,7.3,47.1
25027732202,9.6,2.8,12.6,9.1,9.4,42.4
25027732203,25.7,8.8,6.5,8.0,7.0,46.0
25027732301,30.0,10.9,3.9,4.2,1.9,26.3
25027732302,23.8,4.1,17.4,12.9,4.6,48.7
25027732400,30.1,6.7,22.2,13.8,11.4,71.6
25027732500,41.6,11.0,34.3,25.1,13.9,65.5
25027732600,34.9,6.1,25.2,27.2,18.2,63.6
25027732700,21.6,3.9,13.5,26.5,6.2,60.1
25027732801,6.5,2.9,9.3,5.7,2.9,46.4
25027732802,19.6,4.9,16.9,5.8,9.1,31.9
25027732901,28.1,9.4,14.1,16.2,5.9,47.7
25027732902,,4.9,0.0,,0.4,28.7
25027733000,46.0,16.1,17.6,24.6,10.5,66.7
25027733101,15.3,8.1,8.0,3.3,1.4,39.9
25027733102,15.2,5.8,19.3,12.2,10.3,45.2
25027735100,11.2,3.1,5.9,2.8,0.8,11.0
25027735200,6.2,2.7,6.5,2.7,0.3,13.0
25027736100,3.9,3.0,6.2,1.7,1.9,8.9
25027736200,4.3,6.5,3.0,2.9,0.2,8.3
25027736300,12.0,2.0,7.3,5.9,1.9,15.9
25027736400,17.5,5.2,6.3,3.7,0.3,9.0
25027736500,7.0,4.1,10.2,11.8,1.4,8.1
25027737100,7.1,4.4,5.6,6.0,2.4,12.3
25027737200,19.6,7.9,10.1,15.5,0.4,9.9
25027737300,6.9,4.7,6.5,3.3,2.5,18.7
25027738100,6.0,5.5,4.3,3.1,1.5,27.7
25027738201,4.0,3.1,3.8,0.4,0.8,23.2
25027738202,13.0,4.4,3.1,10.5,0.2,13.1
25027739101,6.0,1.6,2.8,4.6,0.5,34.0
25027739102,4.8,0.6,3.7,1.6,1.8,63.4
25027739201,19.2,6.0,10.8,5.6,9.5,48.2
25027739202,6.5,6.1,3.4,6.0,1.2,31.1
25027739300,5.4,3.2,2.6,3.3,1.6,26.8
25027739401,8.9,2.8,4.6,5.0,2.6,29.7
25027739402,0.8,5.8,1.8,2.9,2.2,29.0
25027739500,4.6,2.6,2.5,3.7,1.7,26.1
25027740101,8.0,5.4,2.2,1.9,0.7,26.4
25027740102,4.3,4.1,3.0,5.6,1.6,17.3
25027740200,10.2,5.8,4.7,1.3,1.5,24.4
25027741101,3.0,2.0,1.9,0.7,1.3,19.4
25027741102,6.3,4.3,4.3,3.7,4.5,30.3
25027742300,12.9,2.3,6.8,7.5,5.5,22.1
25027742401,5.3,1.5,1.6,0.5,1.0,31.3
25027742402,6.0,4.7,2.4,7.2,4.3,68.6
25027743100,3.8,5.2,2.3,0.5,0.6,18.4
25027744102,13.8,2.2,6.2,0.6,1.2,17.3
25027744103,9.6,7.4,6.1,10.3,2.4,18.0
25027744104,4.5,5.3,4.8,3.6,5.0,25.7
25027744201,18.8,4.9,24.1,2.5,20.6,43.3
25027744202,9.1,5.6,13.4,7.8,13.6,28.1
25027744300,18.0,5.5,23.6,17.4,26.1,49.2
25027744400,31.2,9.9,18.6,17.2,15.4,33.6
25027745100,6.8,3.8,4.7,7.8,1.2,6.1
25027746100,10.6,0.9,2.2,2.6,0.8,7.5
25027747101,6.4,1.2,2.2,3.3,0.4,11.7
25027747102,7.7,6.0,5.3,7.5,0.4,14.8
25027748100,12.7,2.9,7.6,3.4,0.3,6.0
25027749100,3.6,2.3,5.9,2.1,0.1,9.2
25027749200,9.9,6.2,3.0,7.3,0.0,7.1
25027750100,14.4,5.5,7.2,6.6,1.1,16.8
25027750200,6.0,3.2,5.9,1.5,2.1,6.7
25027750300,14.2,12.1,15.0,8.6,1.6,17.3
25027751101,7.0,1.3,3.0,3.6,0.5,10.0
25027751102,3.7,4.0,2.1,0.0,0.5,8.8
25027752101,3.9,4.3,2.3,5.2,0.0,7.2
25027752102,5.4,8.4,0.9,0.0,0.0,2.8
25027753100,6.0,6.3,4.3,2.6,0.8,6.2
25027753200,12.6,1.6,7.9,5.6,1.3,11.1
25027754100,8.4,2.7,5.7,2.6,0.4,16.0
25027754200,35.5,12.7,8.1,16.4,3.2,32.4
25027754300,26.9,12.8,15.1,19.5,4.6,38.0
25027754400,19.7,6.7,8.0,10.3,4.3,27.6
25027755100,24.6,5.7,6.2,19.0,3.8,15.0
25027755201,5.8,6.1,4.3,5.9,2.8,13.9
25027755202,8.4,6.2,11.6,3.4,0.8,17.6
25027756101,6.8,5.7,4.5,8.2,0.1,7.1
25027756102,4.4,3.9,5.4,0.9,0.5,9.3
25027757100,25.1,7.0,19.6,14.3,5.2,38.6
25027757200,51.4,9.3,26.5,22.2,11.7,65.4
25027757300,44.4,12.8,28.7,44.8,20.5,61.9
25027757400,16.5,16.5,16.3,7.4,8.2,42.9
25027757500,19.0,4.9,13.1,7.6,2.4,23.5
25027758101,4.3,8.1,8.9,0.8,0.0,6.3
25027758103,8.8,6.7,3.1,2.8,0.7,8.4
25027758104,3.6,0.0,3.3,4.0,0.4,12.4
25027759100,9.2,6.0,3.5,5.2,0.2,10.3
25027760100,18.8,4.1,4.5,3.0,0.2,6.3
25027761100,20.8,11.1,7.5,7.2,2.9,6.5
25027761200,12.6,3.7,5.7,7.9,5.4,42.7
25027761300,10.6,8.1,5.9,3.6,0.7,33.4
25027761401,7.4,5.2,0.9,0.0,0.7,11.4
25027761402,6.2,1.8,11.9,9.9,1.8,39.6
